antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Female,Science,0.49884224067360544,0.0327179778472025,0.01649264079389211,0.03306183688779338,1.0105097889055599,1.0,0.000171531414284231,1.000355616371045,0.020752910318772,0.03202034355700867,0.0003554899529979705,0.26857340210402747
Senior,Science,0.4120320096229347,0.0327179778472025,0.013428671667474147,0.03259133114381867,0.9961291402550829,1.0,-5.218249570735668e-05,0.9998690866564864,-0.0065656432742469675,0.031133800198314326,-0.00013093048406085091,0.22151421132354335
Male,Science,0.5011577593263946,0.0327179778472025,0.01622533705331039,0.03237570755188714,0.9895387698801615,1.0,-0.000171531414284231,0.9996462776947761,-0.020752910318772,0.03134419880587381,-0.00035384746896628883,0.26414537011581285
Adult,Science,0.39116227007701687,0.0327179778472025,0.012874016405767078,0.03291221416429627,1.0059366846570068,1.0,7.597791872579994e-05,1.0002008466242036,0.009693302732831751,0.03132316597294485,0.00020080629293768945,0.21319834564423965
Male,Cars and automobiles,0.5011577593263946,0.033573349817064,0.01662629266418297,0.03317576622285634,0.9881577621424721,1.0,-0.00019925210321804568,0.9995887736567645,-0.023460332411758617,0.032090596603917165,-0.00041139551991080045,0.264199348079581
Adult,Cars and automobiles,0.39116227007701687,0.033573349817064,0.012887381592796164,0.0329463820481938,0.9813254330507246,1.0,-0.0002452461357363902,0.9993516721749119,-0.03030884327351285,0.03129157877656986,-0.0006487484267445681,0.20840193306231344
Senior,Cars and automobiles,0.4120320096229347,0.033573349817064,0.014033446380540288,0.034059116895754776,1.0144688296323614,1.0,0.0002001515856416211,1.000502895246684,0.02425721916885185,0.03251705209696275,0.0005026424701748682,0.22602637373450163
Female,Cars and automobiles,0.49884224067360544,0.033573349817064,0.016947057152881032,0.033972778909012964,1.011897206984867,1.0,0.00019925210321804568,1.0004134760214083,0.02346033241175862,0.03287699647376063,0.0004133051296478152,0.2693749244863536
Female,Politics,0.49884224067360544,0.03251415874500894,0.01622533705331039,0.03252598864001715,1.000363838262001,1.0,5.9012513328286775e-06,1.0000122276101158,0.0007257314190959535,0.03149749304343878,1.2227460603315854e-05,0.265774863603741
Senior,Politics,0.4120320096229347,0.03251415874500894,0.013251582939338757,0.03216153752584844,0.9891548410670589,1.0,-0.00014529122956639072,0.9996356610810246,-0.018306026292532643,0.030725131701270527,-0.000364471710204142,0.21986249725948162
Male,Politics,0.5011577593263946,0.03251415874500894,0.016288821691698548,0.03250238350812393,0.9996378427940469,1.0,-5.9012513328286775e-06,0.9999878291825383,-0.0007257314190959534,0.031483095999225025,-1.2170965592360242e-05,0.26673932247032955
Adult,Politics,0.39116227007701687,0.03251415874500894,0.012894064186310707,0.03296346599014256,1.0138188180926746,1.0,0.00017575204196852018,1.0004646228237837,0.022387675005233112,0.03138904027134967,0.00046440704966885926,0.2147655681610357
Female,History,0.49884224067360544,0.03307549660023055,0.01638571929765942,0.032847497588682883,0.9931067093473035,1.0,-0.00011373553779180437,0.9997642574351209,-0.013660997832040615,0.031784096285590216,-0.0002357981525403543,0.2641255368537414
Senior,History,0.4120320096229347,0.03307549660023055,0.013629149472910437,0.03307788995661517,1.0000723604066644,1.0,9.861394408994945e-07,1.0000024752318308,0.0001230597110711015,0.031587098772602316,2.4752257039762413e-06,0.22256985719166247
Male,History,0.5011577593263946,0.03307549660023055,0.016689777302571127,0.03330244217909313,1.006861441314263,1.0,0.00011373553779180437,1.000234763786281,0.013660997832040618,0.03224806802115008,0.00023470868518134217,0.2689494330301466
Adult,History,0.39116227007701687,0.03307549660023055,0.012783801393320748,0.03268158094798794,0.9880904085279898,1.0,-0.00015408494075008598,0.9995927756109216,-0.019412653710098458,0.031069821831706486,-0.0004073902883395505,0.20959263409456172
Male,Beauty,0.5011577593263946,0.03293850343318242,0.016395743187931237,0.03271573248704905,0.9932367617555766,1.0,-0.00011164338820722139,0.999769694438734,-0.01346637095809454,0.0316703239963857,-0.0002303586141359503,0.26524202124453894
Senior,Beauty,0.4120320096229347,0.03293850343318242,0.013762801343201297,0.0334022624984795,1.0140795426919698,1.0,0.00019108357965521086,1.0004797849687668,0.023613634897128796,0.031916872007066804,0.00047955488554086864,0.22561774719567917
Adult,Beauty,0.39116227007701687,0.03293850343318242,0.012753729722505304,0.032604703209218495,0.9898659565805393,1.0,-0.00013057005335794653,0.9996549495071236,-0.016537228940414504,0.03100479246202583,-0.00034516959381482575,0.20990145892861004
Female,Beauty,0.49884224067360544,0.03293850343318242,0.01654276024525118,0.033162308434251414,1.0067946317452763,1.0,0.00011164338820721445,1.0002314814606643,0.013466370958093709,0.032107027749135875,0.0002314278893984786,0.26769699921611123
Male,Nature,0.5011577593263946,0.03312227475483235,0.016586197103095713,0.033095760355759424,0.9991994994525835,1.0,-1.3287896829274753e-05,0.9999725780506634,-0.0016034273442193272,0.03203862190037306,-2.742270132058595e-05,0.2669261713107356
Senior,Nature,0.4120320096229347,0.03312227475483235,0.013465425931804133,0.032680533592831365,0.9866633205215913,1.0,-0.00018201149871243522,0.9995433347747651,-0.022472633634109142,0.031192433319401226,-0.0004568738636407968,0.21960870218429018
Female,Nature,0.49884224067360544,0.03312227475483235,0.01653607765173664,0.03314891222805701,1.0008042162992075,1.0,1.3287896829274753e-05,1.0000275507506395,0.0016034273442193272,0.03208219888499935,2.7549991616478125e-05,0.2661961649811727
Adult,Nature,0.39116227007701687,0.03312227475483235,0.013228193862037857,0.03381766308758083,1.0209945825851536,1.0,0.00027200967882296846,1.000719727846579,0.033773980530095206,0.03218097428936052,0.0007192102109624592,0.2165961108739629
Male,Gardening,0.5011577593263946,0.03323253754782231,0.016756603237716557,0.03343578529092133,1.006115926080172,1.0,0.00010185918351965362,1.0002102785722935,0.012185714050646248,0.032371546604699195,0.00021023436451149424,0.26882929421393037
Senior,Gardening,0.4120320096229347,0.03323253754782231,0.013752777452929481,0.033377934557839675,1.0043751401712293,1.0,5.9908222230621935e-05,1.0001504176401672,0.007408705532400014,0.03187115258043284,0.00015039501810349727,0.22360632098895403
Female,Gardening,0.49884224067360544,0.03323253754782231,0.01647593431010575,0.03302834637230736,0.9938556851031579,1.0,-0.00010185918351965362,0.999788834373015,-0.012185714050646246,0.03195494812424259,-0.00021121022732501174,0.26440277161768394
Adult,Gardening,0.39116227007701687,0.03323253754782231,0.013011009572815209,0.033262434974245955,1.0008996432000001,1.0,1.1694745189335179e-05,1.000030926103945,0.0014763122017839242,0.031627423428984495,3.0925147550801295e-05,0.21238830576381715
Male,Food and dining,0.5011577593263946,0.03303205974238602,0.01664968174148387,0.033222436311996215,1.00576338778432,1.0,9.540869505408889e-05,1.0001969186881872,0.011487322086391456,0.03217080288200811,0.00019687991885177948,0.2686342810732548
Senior,Food and dining,0.4120320096229347,0.03303205974238602,0.013665903737240423,0.03316709240562786,1.0040879274345875,1.0,5.563777960027223e-05,1.000139664943323,0.006924329872298276,0.03167816839773528,0.00013964543975042445,0.22344172949231422
Adult,Food and dining,0.39116227007701687,0.03303205974238602,0.012994303089028852,0.033219725119374044,1.005681310171137,1.0,7.34076148774937e-05,1.0001941137835184,0.009278687817067947,0.03160092958250045,0.00019407611067025034,0.21330215468997227
Female,Food and dining,0.49884224067360544,0.03303205974238602,0.01638237800090215,0.03284079948558568,0.994209859806141,1.0,-9.540869505409236e-05,0.9998022453214542,-0.01148732208639187,0.03178008672599641,-0.00019779379319379408,0.26439733682553607
Male,Parenting and family,0.5011577593263946,0.03307215530347328,0.016629633960940242,0.03318243337844775,1.003334468950165,1.0,5.526671295703542e-05,1.0001140629615985,0.00666220088777462,0.032128332580207856,0.00011404995272328781,0.26800564384622527
Adult,Parenting and family,0.39116227007701687,0.03307215530347328,0.01305444643065974,0.03337348059691293,1.0091111477517767,1.0,0.00011786708581347852,1.0003117287674104,0.014829705534926936,0.03174874045181213,0.0003116316228686376,0.21404984395576096
Female,Parenting and family,0.49884224067360544,0.03307215530347328,0.016442521342533038,0.032961365341335334,0.9966500531603905,1.0,-5.526671295703542e-05,0.9998854337787889,-0.00666220088777462,0.03189799900176959,-0.00011457934813400425,0.26506625551366625
Senior,Parenting and family,0.4120320096229347,0.03307215530347328,0.01347879111883322,0.0327129708470178,0.9891393695645303,1.0,-0.0001479954934186737,0.9996286681764253,-0.018331944074058474,0.031227985972952257,-0.00037146976211882094,0.22013502654292696
Male,Photography,0.5011577593263946,0.03341630886947224,0.017167582738860952,0.03425584542866476,1.0251235575560378,1.0,0.0004207402608775168,1.0008693157035624,0.049129427281888495,0.03318006871076899,0.0008685606501497956,0.2740022352830755
Adult,Photography,0.39116227007701687,0.03341630886947224,0.01307783550796064,0.033433274393733614,1.0005077019226642,1.0,6.6362729831247885e-06,1.0000175523570303,0.0008334639383889301,0.031780830816200596,1.7552048950389468e-05,0.21239706915367113
Female,Photography,0.49884224067360544,0.03341630886947224,0.01624872613061129,0.03257287536169757,0.9747598242801376,1.0,-0.0004207402608775168,0.9991281684311984,-0.04912942728188849,0.03148917984381678,-0.0008725923223349488,0.25941212511210565
Senior,Photography,0.4120320096229347,0.03341630886947224,0.013732729672385853,0.03332927867656003,0.9973955773136953,1.0,-3.5859225283492446e-05,0.9999099691435848,-0.004421461769773019,0.031809668281658744,-9.003896270008887e-05,0.22214409139307453
Male,Pets,0.5011577593263946,0.0339609402409075,0.016977128823696477,0.03387581755995439,0.9974935122423209,1.0,-4.265989205431281e-05,0.9999118926091488,-0.0050119892915698435,0.032765425092860095,-8.811515444762035e-05,0.26688871554896576
Adult,Pets,0.39116227007701687,0.0339609402409075,0.013308384984212373,0.034022670390966014,1.0018176808304076,1.0,2.4146505629082937e-05,1.0000639043465789,0.0029800762539646617,0.032316430020283976,6.390026307415683e-05,0.2129479743139403
Senior,Pets,0.4120320096229347,0.0339609402409075,0.013842992465375813,0.0335968860235981,0.9892802079469262,1.0,-0.00015000199076969402,0.9996232894823658,-0.018095991766723444,0.03203284468361477,-0.0003768524819277823,0.22060599909208242
Female,Pets,0.49884224067360544,0.0339609402409075,0.01698381141721102,0.0340464580430822,1.002518122336074,1.0,4.265989205430934e-05,1.0000885320033108,0.0050119892915694375,0.03292588921924899,8.852416608913104e-05,0.2670724222525525
Female,Health and wellness,0.49884224067360544,0.03325592662512321,0.016562808025794813,0.03320249705283464,0.9983933819408837,1.0,-2.665292755866383e-05,0.9999447355085985,-0.0032006944640483176,0.03212739480984109,-5.526754573426058e-05,0.2656216443869619
Senior,Health and wellness,0.4120320096229347,0.03325592662512321,0.013709340595084952,0.03327251348173377,1.0004987639285332,1.0,6.834315862576379e-06,1.0000171577376684,0.000847861270084653,0.03176557116866024,1.7157443285537812e-05,0.22275501490423472
Male,Health and wellness,0.5011577593263946,0.03325592662512321,0.0166931185993284,0.03330910933468454,1.001599194939321,1.0,2.665292755866383e-05,1.0000550152174545,0.0032006944640483167,0.03224349128083332,5.501219094695122e-05,0.26763415880679775
Adult,Health and wellness,0.39116227007701687,0.03325592662512321,0.012994303089028852,0.033219725119374044,0.9989114269418127,1.0,-1.4160663169048363e-05,0.9999625545672685,-0.0017867031082021657,0.031583734660895126,-3.7446834944419065e-05,0.21197809324390285
Male,Technology,0.5011577593263946,0.03320580717376414,0.016462569123076667,0.03284907559887725,0.9892569521644172,1.0,-0.0001787787967512909,0.9996311521129883,-0.021306008658955013,0.03178709677419355,-0.0003689839859753929,0.26431143657182743
Adult,Technology,0.39116227007701687,0.03320580717376414,0.01285730992198072,0.032869504309424355,0.989872167161005,1.0,-0.00013154899184855164,0.9996522673353407,-0.016527159729709563,0.03124416404810042,-0.00034785362472716916,0.2100350741510897
Senior,Technology,0.4120320096229347,0.03320580717376414,0.013772825233473111,0.03342659043911933,1.0066489353563925,1.0,9.096977251541252e-05,1.0002284185175916,0.011233637068777145,0.0319210723993464,0.00022836635448727116,0.2240990871294007
Female,Technology,0.49884224067360544,0.03320580717376414,0.016743238050687472,0.033564194620083594,1.0107929147586756,1.0,0.00017877879675128744,1.0003708341974962,0.021306008658954604,0.0324919110638491,0.00037069673047143454,0.26889519853765304
Male,Art,0.5011577593263946,0.0333628481213559,0.016860183437191974,0.033642467114255045,1.0083811487521104,1.0,0.00014013322794644012,1.0002893535605442,0.016661558002461437,0.032569967985128574,0.00028926985928040533,0.2695002520849192
Adult,Art,0.39116227007701687,0.0333628481213559,0.01316805052040697,0.03366390761004194,1.0090237945990388,1.0,0.00011776311302265884,1.0003115473912823,0.01468879722225881,0.03201124170477529,0.00031145035973523054,0.2141779728335638
Senior,Art,0.4120320096229347,0.0333628481213559,0.013562323537765007,0.03291570368568301,0.986597534058051,1.0,-0.0001842378204220136,0.999537636545876,-0.022582454004448308,0.031406442228085515,-0.00046257733297739694,0.21971273416632675
Female,Art,0.49884224067360544,0.0333628481213559,0.016502664684163924,0.03308193119708498,0.9915799477535883,1.0,-0.00014013322794644012,0.9997094718432362,-0.016661558002461437,0.032000362830596984,-0.00029061258790328746,0.2638619470707508
Male,Education and learning,0.5011577593263946,0.03315568772240506,0.016843476953405618,0.033609131336298,1.013676193891358,1.0,0.00022724678551944502,1.0004692134710667,0.027045983624452218,0.03254967037082475,0.0004689934130395382,0.27081041067469946
Senior,Education and learning,0.4120320096229347,0.03315568772240506,0.013355163138814173,0.03241292624579329,0.977597765945001,1.0,-0.0003060415038788466,0.9992323569663556,-0.03751221203640804,0.030926718301467798,-0.000768232762172484,0.21760724917550173
Adult,Education and learning,0.39116227007701687,0.03315568772240506,0.01332509146799873,0.034065380245837926,1.0274369975688404,1.0,0.00035583739253809005,1.0009417744274083,0.04386113101785086,0.03242170986309388,0.0009408883228468301,0.21797998428799004
Female,Education and learning,0.49884224067360544,0.03315568772240506,0.016312210768999448,0.03270013932054442,0.9862603241508755,1.0,-0.00022724678551944155,0.9995290515171369,-0.027045983624451805,0.0316320778556017,-0.00047117037983861827,0.26234422465372176
Male,Fitness,0.5011577593263946,0.033773827622500294,0.016836794359891074,0.03359579702511517,0.9947287408648193,1.0,-8.922141527706665e-05,0.999815780398267,-0.010511321234643102,0.032497517058133085,-0.00018425354484764205,0.2660559119672469
Senior,Fitness,0.4120320096229347,0.033773827622500294,0.013849675058890355,0.03361310465069132,0.9952411976040909,1.0,-6.622300906702384e-05,0.9998336867225928,-0.00806674067044277,0.03206268661334488,-0.00016634094211451553,0.22184216767952056
Female,Fitness,0.49884224067360544,0.033773827622500294,0.01693703326260922,0.03395268459972136,1.0052957271891183,1.0,8.922141527706318e-05,1.0001851430818862,0.010511321234642696,0.03284413775229209,0.00018510881027054968,0.2677183288451713
Adult,Fitness,0.39116227007701687,0.033773827622500294,0.013264948126367844,0.03391162476829904,1.00407999790071,1.0,5.390104436077056e-05,1.000142634099873,0.00667405937471279,0.03222219516748237,0.00014261375828775053,0.21333491804303356
Male,Cooking,0.5011577593263946,0.03395759894415022,0.01718428922264731,0.03428918120662181,1.0097645968143079,1.0,0.00016617502369263917,1.0003433556464512,0.01938522983847248,0.03317871865504583,0.00034323779381648513,0.2701702719966003
Senior,Cooking,0.4120320096229347,0.03395759894415022,0.013789531717259468,0.03346713700685237,0.985556636730868,1.0,-0.00020208601766839342,0.9994925553428375,-0.024318737724352033,0.03190543559771474,-0.0005077022879759704,0.21977400931814625
Adult,Cooking,0.39116227007701687,0.03395759894415022,0.013498838899376848,0.03450956273650582,1.016254500009362,1.0,0.00021590741001813532,1.0005716926559316,0.026270574809050585,0.03279433729462952,0.0005713660101795984,0.21601498996807583
Female,Cooking,0.49884224067360544,0.03395759894415022,0.016773309721502917,0.03362447754795842,0.9901900780223101,1.0,-0.00016617502369263917,0.9996552878374376,-0.019385229838472483,0.03250474297295373,-0.0003448310300124617,0.26378655738068985
Female,Sports,0.49884224067360544,0.03315568772240506,0.016576173212823897,0.033229289465223445,1.002219882857946,1.0,3.671565830500739e-05,1.0000761315397915,0.0044196978933467345,0.03216040659155441,7.612574422142393e-05,0.26658945073885987
Adult,Sports,0.39116227007701687,0.03315568772240506,0.012947524934427052,0.03310013752573269,0.9983245650900845,1.0,-2.1729141033589167e-05,0.9999425481388216,-0.0027488989105638865,0.031474126237643875,-5.745516208448771e-05,0.21180352034001038
